ɂ́ɟɀʇɽʃ,Hîsyêô,Meaning,Verb,Noun,Modifier,Frequentative,Type,Kokanu,I,Origin,Origin IPA,Family,Word Ref,Group,/a/,/o/,/ə/,/u/,/ɪ/,/i/,/ɛ/,/e/,Syllabary,Actual IPA,Length,Rank
ɋʇcɟ,xêtî,07 seven,to be seven,seven,seventh,,Numeral,setan,x,Kazakh жеті jetı,[ʒeˈti],Turkic,xêtî,Mathematics 102: Basic Numbers II,0,0,0,0,0,1,0,1,xêtî,/ˈʃe.ti/,4,15.04.12.06.00
ɋ̃ʇc͊ɟ,xêntîl,gentle/kind,to be gentle/kind,gentleness/kindness,gentle/kind,,Adjective,,x,Portuguese gentil,[ʒẽˈtiɫ],Romance,xêntîl,Emotion 301: Intermediate Emotions,0,0,0,0,0,1,0,1,xêntîl,/ˈʃen.til/,6,15.04.21.12.06
ɋȷɤ̃,xifon,fungus,to be a fungus/mushroom,fungus/mushroom,fungus/mushroom-related,,Noun,onko,x,Bavarian schwamm,/ʃvam/,Germanic,xifon,Nutrition 102: Food Groups,1,0,0,0,1,0,0,0,xifan,/ˈʃɪ.fɑn/,5,15.05.19.01.21
ɋ̃ȷꜿı,xingô,neck/throat,to be a neck/throat,a neck/throat,neck-related/throat-related,,Noun,,x,Swahili shingo,/ʃin.goː/,Niger-Congo,xingô,Anatomy 202: Basic Anatomy II,0,1,0,0,1,0,0,0,xingô,/ˈʃɪn.go/,5,15.05.21.11.02
ɋɟɽʄɤʄ,xîûfû,to repair (the repaired),to repair/restore,the repaired/restored,repairable/restorable,,Verb,,x,Mandarin 修復 xiūfù,/ɕjou̯.fu/,Sino-Tibetan,xîûfû,Tools 301: Advanced Objects I,0,0,0,2,0,1,0,0,xîûfû,/ˈʃi.u.fu/,5,15.06.08.19.08
ɋɟɽʄʓ,xîûlo,hiss/fizz/whistle,to be a hiss/fizz/whistle,hiss/fizz/whistle,hiss/fizz/whistle-like,,Noun,,x,Catalan xiular,/ʃiwˈla/,Romance,xîûlo,Phenomenology 202: Fundamental Senses II,1,0,0,1,0,1,0,0,xîûla,/ˈʃi.u.lɑ/,5,15.06.08.23.01
ɋɟɔı,xîkô,flying,to be flying,flight,flying,,Adjective,,x,Japanese ひこう hikō,[çi̥ko̞ː],Japonic,xîkô,Phenomenology 201: Fundamental Motion II,0,1,0,0,0,1,0,0,xîkô,/ˈʃi.ko/,4,15.06.10.02.00
ɋɟɐʄ,xîsû,secular/profane/worldly,to be secular/profane/worldly,secularness/profaneness/worldliness,secular/profane/worldly,,Adjective,sisu,x,Mandarin 世俗 shìsú,/ʂʐ̩⁵¹ su³⁵/,Sino-Tibetan,xîsû,Sociology 301: Religion,0,0,0,1,0,1,0,0,xîsû,/ˈʃi.su/,4,15.06.14.08.00
ɋɟɋ͊ʃɔ,xîxulko,pinecone,to be a pinecone,pinecone,pinecone-related,,Noun,,x,Macedonian шишарка šišarka,[ˈʃiʃarka],Balto-Slavic,xîxulko,Biology 101: Plants,1,0,1,0,0,1,0,0,xîxrlka,/ˈʃi.ʃʌl.kɑ/,7,15.06.15.07.23
ɋɟʌ̆ʇʓɟ,xîdêtlî,strict,to be strict/harsh,strictness/harshness,strict/harsh,,Adjective,takaha,x,Turkish şiddetli,,Turkic,xîdêtlî,Sociology 202: Intermediate Concepts I,0,0,0,0,0,2,0,1,xîdêtlî,/ˈʃi.det.li/,7,15.06.16.04.12
ɋɟƶ͊,xîmol,left,to be the left (side),left (side),leftside-related/left(hand),,Noun,jasa,x,Arabic شِمَال šimāl,/ʃi.maːl/,Afroasiatic,xîmol,Geography 101: Basic Geography I,1,0,0,0,0,1,0,0,xîmal,/ˈʃi.mɑl/,5,15.06.20.01.23
ɋɟƶʃ,xîmu,water,to be water,water,water,,Noun,pani,x,Barí xima,/ʃimə(nə)/,Nilo-Saharan,xîmu,Nutrition 101: Food & Drink I,0,0,1,0,0,1,0,0,xîmr,/ˈʃi.mʌ/,4,15.06.20.07.00
ɋ̃ɟꞇʄɽ̃,xîncûon,shape/form,to be a shape/form,shape/form,shape/form-related,,Noun,sincuwan,x,Mandarin 形狀 xíngzhuàng,/ɕiŋʈ͡ʂu̯ɑŋ/,Sino-Tibetan,xîncûon,Architecture 101: 2D Geometry,1,0,0,1,0,1,0,0,xîncûan,/ˈʃin.t͡ɕu.ɑn/,7,15.06.21.13.08
ɋɟʒ̃,xîwon,to hope/wish (a hope/wish),to hope/wish,hope/wish,hopable/wishable,,Verb,,x,Mandarin 希望 xīwàng,,Sino-Tibetan,xîwon,Emotion 102: Emotive Actions,1,0,0,0,0,1,0,0,xîwan,/ˈʃi.wɑn/,5,15.06.22.01.21
ɋɟɀıꞇʄ,xîyôcû,occupied/engaged/busy,to be occupied/engaged/busy,occupied/engaged/busy-ness,occupied/engaged/busy,,Adjective,,x,Japanese しようちゅう shiyōchū,[ɕijo̞ːt͡ɕuː],Japonic,xîyôcû,Properties 301: Advanced Properties,0,1,0,1,0,1,0,0,xîyôcû,/ˈʃi.jo.t͡ɕu/,6,15.06.24.02.13
ɋ͊ʃƶ̃ȷʌ,xulmindo,ashamed,to be ashamed/embarrassed,shame/embarrassment,ashamed/embarrassed,,Adjective,saminta,x,Hindi शरमिंदा śarmindā,[ʃəɾ.mɪ̃n̪.d̪äː],Indo-Iranian,xulmindo,Emotion 201: Fundamental Emotions II,1,0,1,0,1,0,0,0,xrlminda,/ˈʃʌl.mɪn.dɑ/,8,15.07.23.20.05
ɋ̑ʄ,xûk,sort/type,to be a sort/type/category,sort/type/category,sort/type/category-related,,Noun,soto,x,Hebrew סוּג sug,,Afroasiatic,xûk,Communication 203: Meta-Concepts I,0,0,0,1,0,0,0,0,xûk,/ˈʃuk/,3,15.08.10.00.00
ɋʄc,xûto,river,to be a river,river,river-related,,Noun,,x,Mixtec yuta,[ʒuta],Oto-Manguean,xûto,Geography 202: Basic Environment II,1,0,0,1,0,0,0,0,xûta,/ˈʃu.tɑ/,4,15.08.12.01.00
ɋ́ʄc̃ɿ,xûsten,to wash (the washed),to wash/rinse,the washed/rinsed,washable/rinsable,,Verb,,x,Persian ⁧شُستَن⁩ šostan,[ʃʊs.t̪ʰǽn],Indo-Iranian,xûsten,Tools 201: Intermediate Objects I,0,0,0,1,0,0,1,0,xûstbn,/ˈʃus.tɛn/,6,15.08.14.12.03
ɋʄɋ̑,xûxok,hell,to be hell,hell,hell-related,,Noun,,x,Avar жужахӏ žužaḥʳ,/ʒuʒaʜ/,Nakh-Daghestani,xûxok,Sociology 301: Religion,1,0,0,1,0,0,0,0,xûxak,/ˈʃu.ʃɑk/,5,15.08.15.01.10
ɋ̃ʄɀʃ,xûnyu,00 zero,to be zero,zero,zeroth,,Numeral,nula,x,Sanskrit शून्य śūnyá,/ɕuːn.jɐ/,Indo-Iranian,xûnyu,Mathematics 204: Intermediate Numbers II,0,0,1,1,0,0,0,0,xûnyr,/ˈʃun.jʌ/,5,15.08.21.24.07
ʌɽɟ,doî,string,to be a string/thread/cord/yarn,string/thread/cord/yarn,a string/thread/cord/yarn-related,,Noun,laki,d,Thai ด้าย dâai,/daːj˥˩/,Kra-Dai,doî,Tools 102: Elementary Objects I,1,0,0,0,0,1,0,0,daî,/ˈdɑ.i/,3,16.01.06.00.00
ʌɽɟꞇ͊ʇ,doîcêl,to capture/intercept (the captured/intercepted),to capture/intercept/arrest,captured/intercepted/arrested entity,capturable/interceptable/arrestable,,Verb,,d,Georgian დაიჭერს daič̣ers,[d̥ait͡ʃʼeɾs],Kartvelian,doîcêl,Tools 202: Intermediate Objects II,1,0,0,0,0,1,0,1,daîcêl,/ˈdɑ.i.t͡ɕel/,6,16.01.06.13.04
ʌɽ̃ɟʋɟ,doînbî,ticket/pass,to be a ticket/pass,ticket/pass,ticket/pass-related,,Noun,,d,Hmong daim pib,/daĩ.pi/,Hmong-Mien,doînbî,Sociology 102: Basic Concepts II,1,0,0,0,0,2,0,0,daînbî,/ˈdɑ.in.bi/,6,16.01.06.21.18
ʌɂ,doho,to sacrifice (an offering),to sacrifice,an offering,sacrificable,,Verb,,d,Arabic ⁧ضَحَّى⁩ ḍaḥḥā,/dˤaħ.ħaː/,Afroasiatic,doho,Sociology 301: Religion,2,0,0,0,0,0,0,0,daha,/ˈdɑ.hɑ/,4,16.01.09.01.00
ʌɂ͊ɟ,dohîl,shallow,to be shallow,shallowness,shallow,,Adjective,,d,Arabic ضَحِل ḍaḥil,/dˤaħ.ħil/,Afroasiatic,dohîl,Evaluation 204: Intermediate Evaluations III,1,0,0,0,0,1,0,0,dahîl,/ˈdɑ.hil/,5,16.01.09.06.23
ʌ̑ʌꜿ,dokdogo,to tickle (the tickled),to tickle/stimulate,the tickled/stimulated,tickleable/stimulatable,,Verb,,d,Arabic دَغْدَغَ daḡdaḡa,/daɣ.da.ɣa/,Afroasiatic,dokdogo,Phenomenology 301: Intermediate Motion I,3,0,0,0,0,0,0,0,dakdaga,/ˈdɑk.dɑ.gɑ/,7,16.01.10.16.01
ʌ̑ƨʄ,doknû,to cover (the covered),to cover,the covered,coverable,,Verb,,d,Nepali ढाक्नु ḍhāknu,[ɖʱä̤knu],Indo-Iranian,doknû,Tools 102: Elementary Objects I,1,0,0,1,0,0,0,0,daknû,/ˈdɑk.nu/,5,16.01.10.21.08
ʌʌıɽʄ,dodôû,to bet (a bet),to bet/wager,bet/wager,betable/wagerable,,Verb,,d,Cantonese 打賭 daa2 dou2,/daːdou̯/,Sino-Tibetan,dodôû,Sociology 203: Intermediate Concepts II,1,1,0,1,0,0,0,0,dadôû,/ˈdɑ.do.u/,5,16.01.16.02.08
ʌʌʇ,dodê,diving,to be diving/swimming/bathing,dive/swim/bath,diving/bathing,,Adjective,,d,"Hmong, White da dej",/da˧.de˥˧/,Hmong-Mien,dodê,Phenomenology 201: Fundamental Motion II,1,0,0,0,0,0,0,1,dadê,/ˈdɑ.de/,4,16.01.16.04.00
ʌ̃ʌ̃ʃ,dondun,traditional,to be traditional/conventional,traditionality/conventionality,traditional/conventional,puritanical/conservative,Adjective,,d,Thai ดั้งเดิม dâng-dəəm,/daŋ˥˩.dɤːm˧/,Kra-Dai,dondun,Sociology 202: Intermediate Concepts I,1,0,1,0,0,0,0,0,dandrn,/ˈdɑn.dʌn/,6,16.01.21.16.07
ʌ̑ıꞇ̃,dôkcon,decent,to be decent/virtuous,decency/virtuousness,decent/virtuous,,Adjective,,d,Dutch deugdzaam,/ˈdøːxt.saːm/,Germanic,dôkcon,Sociology 202: Intermediate Concepts I,1,1,0,0,0,0,0,0,dôkcan,/ˈdok.t͡ɕɑn/,6,16.02.10.13.01
ʌıꞇʃɽɟ,dôcuî,toy,to be a toy,toy,toy-related,,Noun,,d,Vietnamese đồ chơi,[ʔɗo˨˩ t͡ɕəːj˧˧],Austro-Asiatic,dôcuî,Sociology 102: Basic Concepts II,0,1,1,0,0,1,0,0,dôcrî,/ˈdo.t͡ɕʌ.i/,5,16.02.13.07.06
ʌ́ıc̄,dôstoc,to receive (the received),to receive/obtain,the received/obtained,receivable/obtainable,,Verb,,d,Polish dostać,/ˈdɔ.stat͡ɕ/,Balto-Slavic,dôstoc,Communication 301: Intermediate Concepts I,1,1,0,0,0,0,0,0,dôstac,/ˈdos.tɑt͡ɕ/,6,16.02.14.12.01
ʌıƨ́ʄ,dônûs,pig,to be a pig/swine,pig/swine,pig/swine-related,,Noun,suwina,d,Azerbaijani donuz,[doˈnuz],Turkic,dônûs,Biology 201: Animals II,0,1,0,1,0,0,0,0,dônûs,/ˈdo.nus/,5,16.02.21.08.14
ʌıƨʄɋ̃ȷ,dônûxin,conversion,to be a conversion/transformation,conversion/transformation,conversion/transformation-related,,Noun,pi,d,Turkish dönüşüm,[dœnyʃʏm],Turkic,dônûxin,Properties 301: Advanced Properties,0,1,0,1,1,0,0,0,dônûxin,/ˈdo.nu.ʃɪn/,7,16.02.21.08.15
ʌɿɔʃ,deku,ceiling,to be a ceiling,ceiling,ceiling-related,,Noun,,d,German Decke,/ˈdɛkə/,Germanic,deku,Architecture 203: Structural Components,0,0,1,0,0,0,1,0,dbkr,/ˈdɛ.kʌ/,4,16.03.10.07.00
ʌʇɔ,dêko,to see (a view),to see/look at,a sight/view,visible,to search,Verb,teka,d,Hindi देखा dekhā (perfective of देखना dekhnā),[d̪eːkʰäː],Indo-Iranian,dêko,Phenomenology 102: Fundamental Senses I,1,0,0,0,0,0,0,1,dêka,/ˈde.kɑ/,4,16.04.10.01.00
ʌʇcɽɟ,dêtoî,detail,to be a detail,detail,detail-related,,Noun,,d,French détail,/de.taj/,Romance,dêtoî,Communication 303: Meta-Concepts II,1,0,0,0,0,1,0,1,dêtaî,/ˈde.tɑ.i/,5,16.04.12.01.06
ʌ́ʇ,dês,negatitive verb modifier particle,-,-,-,-,Particle,we,d,Portuguese des-,/des/,Romance,dês,Grammar 201: Verb Particles I,0,0,0,0,0,0,0,1,dês,/ˈdes/,3,16.04.14.00.00
ʌ̃ʇ,dên,counter-agent marker (against),-,-,-,-,Preposition,,d,Armenian դեմ dem,[dem],Armenian,dên,Grammar 203: Prepositions III,0,0,0,0,0,0,0,1,dên,/ˈden/,3,16.04.21.00.00
ʌʇƨʇƶ̑ʇ,dênêmêk,to try (a trial),to attempt/try,an attempt/trial,attemptable/triable,,Verb,teneme,d,Turkish denemek,/de.ne.ˈmec/,Turkic,dênêmêk,Communication 201: Abstract Fundamentals III,0,0,0,0,0,0,0,3,dênêmêk,/ˈde.ne.mek/,7,16.04.21.04.20
ʌȷʋ,dibo,container,to be a container,container,container-related,,Noun,tipa,d,Hindi डिब्बा ḍibbā,[ˈɖɪbːa(ː)],Indo-Iranian,dibo,Tools 102: Elementary Objects I,1,0,0,0,1,0,0,0,diba,/ˈdɪ.bɑ/,4,16.05.18.01.00
ʌɟ,dî,to become (a trait),to become/change,a quality/aspect/trait,aspectual/beable,,Verb,pi,d,Yoruba di,/di/,Niger-Congo,dî,Properties 101: Fundamental Properties I,0,0,0,0,0,1,0,0,dî,/ˈdi/,2,16.06.00.00.00
ʌɟʌıⱴʄ,dîdôzû,neutral,to be neutral,neutrality,neutral,,Adjective,,d,Yoruba didoju,/di.do.d͡ʒu/,Niger-Congo,dîdôzû,Evaluation 301: Worldly Evaluations II,0,1,0,1,0,1,0,0,dîdôzû,/ˈdi.do.d͡ʒu/,6,16.06.16.02.17
ʌɟⱴ͊ɿ,dîzel,other,to be the other one,other (one),other,-,Pronoun,,d,Azerbaijani digər,[ˈdid͡ʒær],Turkic,dîzel,Language 201: Language & Mind,0,0,0,0,0,1,1,0,dîzbl,/ˈdi.d͡ʒɛl/,5,16.06.17.03.23
ʌ̃ɟꞇɟ,dîncî,block,to be a block/brick,block/brick,block/brick-related,,Noun,poloko,d,Lao ດິນຈີ່ din chī,[din˩(˧).t͡ɕiː˧],Kra-Dai,dîncî,Architecture 102: 3D Geometry,0,0,0,0,0,2,0,0,dîncî,/ˈdin.t͡ɕi/,5,16.06.21.13.06
ʌ̃ɟⱴɽʄ,dînzoû,lip/rim/edge,to be a lip/rim/edge,lip/rim/edge,labial/rim-like/edge-like,,Noun,,d,"Hmong, Whtie di ncauj",/di˧.ᶮɟau̯˥˧/,Hmong-Mien,dînzoû,Architecture 203: Structural Components,1,0,0,1,0,1,0,0,dînzaû,/ˈdin.d͡ʒɑ.u/,6,16.06.21.17.01
ʌɟʓʇ,dîlê,slow,to be slow,slowness,slow,,Adjective,tile,d,Hindi धीरे dhīre,/d̪ʱiː.ɾeː/,Indo-Iranian,dîlê,Phenomenology 301: Intermediate Motion I,0,0,0,0,0,1,0,1,dîlê,/ˈdi.le/,4,16.06.23.04.00
ʌɟɀ̃ʌʇ,dîyondê,to focus [on]/pay attention [to],to focus [on]/pay attention [to],a focus/topic/center of attention,focusable,to be attentive,Verb,tijante,d,Hindi ध्यान दे dhyān de,/d̪ʱjɑːn/+/d̪eː/,Indo-Iranian,dîyondê,Language 201: Language & Mind,1,0,0,0,0,1,0,1,dîyandê,/ˈdi.jɑn.de/,7,16.06.24.01.21
ʌʃɽʄɂ̃,duûhon,to surrender (the surrendered),to surrender,the surrendered,surrenderable,,Verb,,d,Vietnamese đầu hàng,[ʔɗəw˨˩ haːŋ˨˩],Austro-Asiatic,duûhon,Communication 302: Intermediate Concepts II,1,0,1,1,0,0,0,0,drûhan,/ˈdʌ.u.hɑn/,6,16.07.08.09.01
ʌ̑ʃʒʇʓ̆ȷ,dukwêlit,returning,to be returning/reverting/back,returningness/revertingness,returning/reverting/back,,Adjective,,d,Welsh dychwelyd,/dəχˈweːlɪd/,Celtic,dukwêlit,Geography 301: Intermediate Geography,0,0,1,0,1,0,0,1,drkwêlit,/dʌk.ˈwe.lɪt/,8,16.07.10.22.04
ʌ́ʃ,dus,10 ten,to be ten,ten,tenth,,Numeral,tiju,d,Hindi दस das,[d̪ɐs],Indo-Iranian,dus,Mathematics 203: Intermediate Numbers I,0,0,1,0,0,0,0,0,drs,/ˈdʌs/,3,16.07.14.00.00
ʌʃƶɔ,dumoko,explosion/blast,to be an explosion/blast,explosion/blast,explosion/blast-related,,Noun,tamaka,d,Urdu دَھماکَہ dhamākah,/d̪ʱə.mɑː.kɑ(ːɦ)/,Indo-Iranian,dumoko,Science 201: Intermediate Science I,2,0,1,0,0,0,0,0,drmaka,/dʌ.ˈmɑ.kɑ/,6,16.07.20.01.10
ʌʃʒıƨɟ,duwônî,sand,to be sand,sand,sand-related,,Noun,,d,Ternate dowongi,/do.ˈwo.ŋi/,Trans-New Guinea,duwônî,Materials 301: Intermediate Materials,0,1,1,0,0,1,0,0,drwônî,/dʌ.ˈwo.ni/,6,16.07.22.02.21
ʌʄɽɟ,dûî,02 two,to be two,two,second (ordinal),,Numeral,toso,d,Assamese দুই du'i,/dui/,Indo-Iranian,dûî,Mathematics 101: Basic Numbers I,0,0,0,1,0,1,0,0,dûî,/ˈdu.i/,3,16.08.06.00.00
ʌʄɽ̃ʃꞇ̆ɟ,dûuncît,brain/mind,to be a brain/mind,brain/mind,brain/mind-related,,Noun,mijalo,d,Lao ດວງຈິດ dūang chit,[duːə̯ŋ˩˨.t͡ɕit̚˩˨],Kra-Dai,dûuncît,Anatomy 101: Basic Anatomy I,0,0,1,1,0,1,0,0,dûrncît,/ˈdu.ʌn.t͡ɕit/,7,16.08.07.21.13
ʌʄɐ͊ʃ,dûsul,grey,to be grey,greyness,grey,,Adjective,tusa,d,Hindi धूसर dhūsar,[d̪ʱuː.s̪əɾ],Indo-Iranian,dûsul,Color 202: Secondary Colors,0,0,1,1,0,0,0,0,dûsrl,/ˈdu.sʌl/,5,16.08.14.07.23
ʌ́ʄcʃ,dûstu,to measure (the measured),to measure,the measured,measurable,,Verb,,d,Chechen дуста dusta,[ˈdustɑ],Nakh-Daghestani,dûstu,Science 102: Elementary Science II,0,0,1,1,0,0,0,0,dûstr,/ˈdus.tʌ/,5,16.08.14.12.07
ʌʄʋƨ,dûbono,to immerse (the immersed),to immerse/submerge,the immersed/submerged,immersible/submersible,,Verb,,d,Hindi डुबाना ḍubānā,[ɖʊ.bäː.näː],Indo-Iranian,dûbono,Science 202: Intermediate Science II,2,0,0,1,0,0,0,0,dûbana,/ˈdu.bɑ.nɑ/,6,16.08.18.01.21
ʌ̃ʄꜿ,dûngo,to pierce (the pierced),to pierce/puncture,the pierced/punctured,piercable/puncturable,,Verb,,d,Swahili -dunga,[duŋga],Niger-Congo,dûngo,Phenomenology 301: Intermediate Motion I,1,0,0,1,0,0,0,0,dûnga,/ˈdun.gɑ/,5,16.08.21.11.01
ʌ̃ʄʌ̃,dûndon,correct,to be correct/right/accurate,correctness/accuracy,correct/right/accurate,,Adjective,tuntan,d,Vietnamese đúng đắn,[ʔɗʊwŋ͡m˦˥ ʔɗaŋ˦˥],Austro-Asiatic,dûndon,Evaluation 101: Basic Evaluations I,1,0,0,1,0,0,0,0,dûndan,/ˈdun.dɑn/,6,16.08.21.16.01
ʌʄʓʄɐɟ,dûlûsî,reptile,to be a reptile,reptile,reptile-related,,Noun,pulusi,d,Chichewa buluzi,,Niger-Congo,dûlûsî,Biology 102: Animals I,0,0,0,2,0,1,0,0,dûlûsî,/ˈdu.lu.si/,6,16.08.23.08.14
ⱴɂ̆ɟ,zohît,to sew (the sewn),to sew/stitch,the sewn/stitched,sewable/stichable,,Verb,,z,Indonesian jahit,/ˈd͡ʒa.hit/,Austronesian,zohît,Tools 101: Arts,1,0,0,0,0,1,0,0,zahît,/ˈd͡ʒɑ.hit/,5,17.01.09.06.12
ⱴɐ,zoso,shelf,to be a shelf,shelf,shelf-related,,Noun,tapala,z,Uyghur جازا jaza,/d͡ʒɑzɑ/,Turkic,zoso,Tools 201: Intermediate Objects I,2,0,0,0,0,0,0,0,zasa,/ˈd͡ʒɑ.sɑ/,4,17.01.14.01.00
ⱴ́c̃,zoston,jump,to be a jump/ascent/leap,jump/ascent/leap,jump-like,,Noun,,z,Persian جستن jastan,[d͡ʒas.ˈtan],Indo-Iranian,zoston,Phenomenology 201: Fundamental Motion II,2,0,0,0,0,0,0,0,zastan,/ˈd͡ʒɑs.tɑn/,6,17.01.14.12.01
ⱴƶ,zomo,group,to be a group/collection,group/collection considered as a whole,group/collection-related,,Noun,non,z,Arabic جَمَاعَة⁩ jamāʕa,/d͡ʒa.maː.ʕa/,Afroasiatic,zomo,Communication 201: Abstract Fundamentals III,2,0,0,0,0,0,0,0,zama,/ˈd͡ʒɑ.mɑ/,4,17.01.20.01.00
ⱴƶɟ,zomî,society/culture,to be a society/culture,society/culture,society/culture-related,,Noun,,z,Swahili jamii,/dʒɑ'miː/,Niger-Congo,zomî,Sociology 302: Politics I,1,0,0,0,0,1,0,0,zamî,/ˈd͡ʒɑ.mi/,4,17.01.20.06.00
ⱴƶʄƨɟ,zomûnî,purple,to be purple,purpleness,purple,,Adjective,sunaja,z,Hindi जामुनी jāmunī,[d͡ʒäː.mʊ.n̪iː],Sino-Tibetan,zomûnî,Color 202: Secondary Colors,1,0,0,1,0,1,0,0,zamûnî,/ˈd͡ʒɑ.mu.ni/,6,17.01.20.08.21
ⱴƨʄʋɟ,zonûbî,southern,to be southern,southerliness,southern,,Adjective,,z,Arabic جَنُوبِيّ janūbiyy,[d͡ʒä.nuː.bíː],Afroasiatic,zonûbî,Geography 301: Intermediate Geography,1,0,0,1,0,1,0,0,zanûbî,/ˈd͡ʒɑ.nu.bi/,6,17.01.21.08.18
ⱴ̃ʒ͊ʃ,zonwul,animal,to be an animal,animal,animal-related,,Noun,canwa,z,Hindi जानवर jānvar,[d͡ʒä̃ːn̪.wəɾ],Indo-Iranian,zonwul,Biology 102: Animals I,1,0,1,0,0,0,0,0,zanwrl,/ˈd͡ʒɑn.wʌl/,6,17.01.21.22.07
ⱴʒ,zowo,caniform,to be a caniform,caniform,caniform-related,,Noun,pawo,z,Guaraní jagua,/d͡ʒaˈɰʷa/,Tupian,zowo,Biology 201: Animals II,2,0,0,0,0,0,0,0,zawa,/ˈd͡ʒɑ.wɑ/,4,17.01.22.01.00
ⱴʓƨɟ,zolonî,fuel,to be fuel,fuel,fuel-related,,Noun,,z,Bengali জ্বালানি jalani,[ˈd͡ʒalani],Indo-Iranian,zolonî,Materials 301: Intermediate Materials,2,0,0,0,0,1,0,0,zalanî,/ˈd͡ʒɑ.lɑ.ni/,6,17.01.23.01.21
ⱴʓɟ,zolî,bush/shrub,to be a bush/shrub,bush/shrub,bush/shrub-like,,Noun,,z,Hindi झाड़ी jhāṛī,[d͡ʒʱäː.ɽiː],Indo-Iranian,zolî,Biology 101: Plants,1,0,0,0,0,1,0,0,zalî,/ˈd͡ʒɑ.li/,4,17.01.23.06.00
ⱴıɽɟ,zôî,blue,to be blue,blueness,blue,,Adjective,nile,z,Azerbaijani göy,[d͡ʒœj],Turkic,zôî,Color 101: Primary Colors,0,1,0,0,0,1,0,0,zôî,/ˈd͡ʒo.i/,3,17.02.06.00.00
ⱴıɂ̃ʄ,zôhûn,nutrient,to be a nutrient,nutrient,nutrient-related,,Noun,,z,Khazak жұғым jūğym,[ʑo̙ʁʊwm],Turkic,zôhûn,Nutrition 202: Cooking,0,1,0,1,0,0,0,0,zôhûn,/ˈd͡ʒo.hun/,5,17.02.09.08.21
ⱴıꜿ̄,zôgoc,pitch/tar,to be pitch/tar,pitch/tar,pitch/tar-related,,Noun,,z,Belarusian дзёгаць dzjóhacʹ,[ˈd͡zʲoɣat͡sʲ],Balto-Slavic,zôgoc,Materials 301: Intermediate Materials,1,1,0,0,0,0,0,0,zôgac,/ˈd͡ʒo.gɑt͡ɕ/,5,17.02.11.01.13
ⱴıćʇcı,zôtêstô,sufficient/enough,to be sufficient/enough/adequate,enough,sufficient/enough/adequate,,Determiner,,z,Bengali যথেষ্ট jotheśṭo,[ˈdʑɔt̪ʰestoˑ],Indo-Iranian,zôtêstô,Mathematics 303: Relative Quantities II,0,2,0,0,0,0,0,1,zôtêstô,/ˈd͡ʒo.tes.to/,7,17.02.12.04.14
ⱴɿ,ze,aggressive/emotional sentence ender,-,-,-,,Postposition,la,z,Japanese ぜ ze,[d͡ze̞],Japonic,ze,Grammar 204: Sentence Enders,0,0,0,0,0,0,1,0,zb,/ˈd͡ʒɛ/,2,17.03.00.00.00
ⱴɿʓ̃ɿ,zelen,upcoming,to be upcoming/coming/incoming,upcomingness/comingness/incomingness,upcoming/coming/incoming,,Adjective,,z,Turkish gelen,[ɟɛlɛn],Turkic,zelen,Mathematics 301: Relative Time II,0,0,0,0,0,0,2,0,zblbn,/ˈd͡ʒɛ.lɛn/,5,17.03.23.03.21
ⱴ́ʇc,zêsto,feat/achievement/heroic deed,to be a feat/achievement/heroic deed,feat/achievement/heroic deed,feat-like/achievement-like,,Noun,,z,Catalan gesta,/ˈd͡ʒes.ta/,Romance,zêsto,Sociology 203: Intermediate Concepts II,1,0,0,0,0,0,0,1,zêsta,/ˈd͡ʒes.tɑ/,5,17.04.14.12.01
ⱴ̃ʇɐɟ,zênsî,sexual,to be sexual,sexualness/sexuality,sexual,,Adjective,wonpa,z,Persian جنسی jensi,[d͡ʒen.síː],Afroasiatic,zênsî,Emotion 202: Adjacent Concepts,0,0,0,0,0,1,0,1,zênsî,/ˈd͡ʒen.si/,5,17.04.21.14.06
ⱴ̑ȷ,zik,what,to be what,what/whom,(of) what,-,Pronoun,ka,z,Majang ǯík,/dʒɪk̚/,Nilo-Saharan,zik,Language 102: Elementary Pronouns,0,0,0,0,1,0,0,0,zik,/ˈd͡ʒɪk/,3,17.05.10.00.00
ⱴȷⱴȷƶɿ,zizime,generation,to be a generation/era,generation/era,generation/era-related,,Noun,,z,Ewe dzidzime,/dʒɪ.dʒɪ.mɛ/,Niger-Congo,zizime,Sociology 201: Family,0,0,0,0,2,0,1,0,zizimb,/ˈd͡ʒɪ.d͡ʒɪ.mɛ/,6,17.05.17.05.20
ⱴ̃ȷɔ̃,zinkon,door,to be a door/gate,door/gate,door/gate-related,,Noun,,z,Khasi jingkang,[dʒɪŋkaŋ,Austro-asiatic,zinkon,Tools 102: Elementary Objects I,1,0,0,0,1,0,0,0,zinkan,/ˈd͡ʒɪn.kɑn/,6,17.05.21.10.01
ⱴȷɀ̃ı,ziyôn,14 fourteen,to be fourteen,fourteen,fourteenth,,Numeral,,z,Japanese じゅうよん jūyon,[d͡ʑɨᵝːjõ̞ɴ],Japonic,ziyôn,Mathematics 203: Intermediate Numbers I,0,1,0,0,1,0,0,0,ziyôn,/ˈd͡ʒɪ.jon/,5,17.05.24.02.21
